2025-06-17 20:56:55,211 [    626]   INFO - #c.i.i.p.PluginManager - Loaded bundled plugins: Java Stream Debugger (231.9161.38), com.intellij.dev (231.9161.38), EditorConfig (231.9161.38), Subversion (231.9161.38), Configuration Script (231.9161.38), JetBrains Marketplace Licensing Support (231.9161.38), JetBrains maven model api classes (231.9161.38), Kotlin (231-1.8.21-IJ9161.38), HTML Tools (231.9161.38), Perforce Helix Core (231.9161.38), WebP Support (231.9161.38), JUnit (231.9161.38), Gradle-Maven (231.9161.38), IDE Features Trainer (231.9161.38), UI Designer (231.9161.38), Android (2022.1.1.231.9161.38), Maven (231.9161.38), Qodana (231.9161.38), Ant (231.9161.38), com.intellij.tracing.ide (231.9161.38), Java Internationalization (231.9161.38), Toml (231.9161.38), Gradle-Java-Analysis (231.9161.38), JavaFX (231.9161.38), Plugin DevKit (231.9161.38), Groovy (231.9161.38), Code With Me (231.9161.38), Performance Testing (231.9161.38), Eclipse Keymap (231.9161.38), Visual Studio Keymap (231.9161.38), Gradle-Java (231.9161.38), Mercurial (231.9161.38), Eclipse Interoperability (231.9161.38), NetBeans Keymap (231.9161.38), IntelliLang (231.9161.38), Machine Learning in Search Everywhere (231.9161.38), Images (231.9161.38), Java (231.9161.38), Package Checker (231.9161.38), Copyright (231.9161.38), Gradle (231.9161.38), Properties (231.9161.38), Machine Learning Code Completion (231.9161.38), Shared Indexes (231.9161.38), YAML (231.9161.38), Gradle Dependency Updater Implementation (231.9161.38), Maven server api classes (231.9161.38), Java IDE Customization (231.9161.38), Smali Support (231.9161.38), Java Bytecode Decompiler (231.9161.38), JetBrains Repository Search (231.9161.38), TextMate Bundles (231.9161.38), Terminal (231.9161.38), GitHub (231.9161.38), Package Search (231.9161.38), Bytecode Viewer (231.9161.38), XPathView + XSLT (231.9161.38), Lombok (231.9161.38), Android Design Tools (231.9161.38), IDEA CORE (231.9161.38), Projector Libraries for Code With Me and Remote Development (231.9161.38), Settings Sync (231.9161.38), Space (231.9161.38), Code Coverage for Java (231.9161.38), Grazie Lite (231.9161.38), Markdown (231.9161.38), Shell Script (231.9161.38), Git (231.9161.38), Gradle DSL API (231.9161.38), Emoji Picker (231.9161.38), Task Management (231.9161.38), TestNG (231.9161.38)
2025-06-17 20:56:55,211 [    626]   INFO - #c.i.i.p.PluginManager - Loaded custom plugins: EasyYapi (2.8.1.212.0)
2025-06-17 20:56:55,319 [    734]   INFO - #c.i.i.s.p.i.SharedIndexMainZipStorage - Shared Indexes Storage is opened and empty
2025-06-17 20:56:55,691 [   1106]   INFO - #c.i.u.i.FileBasedIndexImpl - Indices to be built:org.jetbrains.kotlin.idea.vfilefinder.KotlinModuleMappingIndex(v = 5),JavaFxControllerClassIndex(v = 1),HtmlTagIdIndex(v = 3),org.jetbrains.kotlin.idea.versions.KotlinJsMetadataVersionIndex(v = 3),SchemaTypeInheritance(v = 2),com.intellij.uiDesigner.FormClassIndex(v = 0),bytecodeAnalysis(v = 4107),BindingXmlIndex(v = 10),editorconfig.index.name(v = 5),java.binary.plus.expression(v = 4100),org.jetbrains.kotlin.idea.vfilefinder.KotlinPackageSourcesMemberNamesIndex(v = 2),java.fun.expression(v = 4102),org.jetbrains.kotlin.idea.vfilefinder.KotlinBuiltInsMetadataIndex(v = 1),RelaxSymbolIndex(v = 0),XmlTagNames(v = 1),FilenameIndex(v = 258),html5.custom.attributes.index(v = 1),Stubs(v = 46),NavXmlIndex(v = 10),org.jetbrains.kotlin.idea.vfilefinder.KotlinPartialPackageNamesIndex(v = 4),IdIndex(v = 4118),Trigram.Index(v = 4099),ant-imports(v = 5),org.jetbrains.kotlin.idea.vfilefinder.KotlinClassFileIndex(v = 3),fileIncludes(v = 6),devkit.ExtensionPointClassIndex(v = 1),yaml.keys.name(v = 1),PluginIdDependenciesIndex(v = 5),java.null.method.argument(v = 4097),javafx.custom.component(v = 2),xmlProperties(v = 2),java.auto.module.name(v = 6),LombokConfigIndex(v = 12),FrameworkDetectionIndex(v = 65536),DomFileIndex(v = 0),org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFilePackageIndex(v = 1),XmlNamespaces(v = 8),XsltSymbolIndex(v = 0),org.jetbrains.kotlin.idea.vfilefinder.KotlinStdlibIndex(v = 1),java.source.module.name(v = 4),com.android.tools.idea.model.AndroidManifestIndex$Companion$NAME$1.NAME(v = 10),javafx.id.name(v = 3),TodoIndex(v = 4109),org.jetbrains.kotlin.idea.versions.KotlinJvmMetadataVersionIndex(v = 5),IdeaPluginRegistrationIndex(v = 8),org.jetbrains.kotlin.idea.vfilefinder.KlibMetaFileIndex(v = 4),json.file.root.values(v = 5),org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFileIndex(v = 1),filetypes(v = 4096),org.jetbrains.kotlin.idea.vfilefinder.KotlinJvmModuleAnnotationsIndex(v = 1),devkit.ExtensionPointIndex(v = 0),org.jetbrains.kotlin.idea.vfilefinder.KotlinJavaScriptMetaFileIndex(v = 4),PluginIdModuleIndex(v = 2)
2025-06-17 20:56:55,693 [   1108]   INFO - c.i.u.i.FileBasedIndexDataInitialization - Index data initialization done: 529 ms. Initialized indexes: [FilenameIndex, filetypes, java.auto.module.name, java.source.module.name, IdeaPluginRegistrationIndex, HtmlTagIdIndex, XsltSymbolIndex, json.file.root.values, SchemaTypeInheritance, RelaxSymbolIndex, xmlProperties, editorconfig.index.name, XmlNamespaces, html5.custom.attributes.index, XmlTagNames, DomFileIndex, yaml.keys.name, TodoIndex, fileIncludes, java.fun.expression, FrameworkDetectionIndex, java.binary.plus.expression, Trigram.Index, bytecodeAnalysis, PluginIdModuleIndex, java.null.method.argument, PluginIdDependenciesIndex, devkit.ExtensionPointIndex, JavaFxControllerClassIndex, javafx.custom.component, org.jetbrains.kotlin.idea.vfilefinder.KotlinClassFileIndex, devkit.ExtensionPointClassIndex, ant-imports, javafx.id.name, LombokConfigIndex, org.jetbrains.kotlin.idea.versions.KotlinJvmMetadataVersionIndex, org.jetbrains.kotlin.idea.versions.KotlinJsMetadataVersionIndex, org.jetbrains.kotlin.idea.vfilefinder.KotlinPartialPackageNamesIndex, org.jetbrains.kotlin.idea.vfilefinder.KotlinJavaScriptMetaFileIndex, IdIndex, BindingXmlIndex, org.jetbrains.kotlin.idea.vfilefinder.KotlinModuleMappingIndex, org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFileIndex, NavXmlIndex, org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFilePackageIndex, org.jetbrains.kotlin.idea.vfilefinder.KotlinJvmModuleAnnotationsIndex, org.jetbrains.kotlin.idea.vfilefinder.KotlinPackageSourcesMemberNamesIndex, com.intellij.uiDesigner.FormClassIndex, org.jetbrains.kotlin.idea.vfilefinder.KlibMetaFileIndex, org.jetbrains.kotlin.idea.vfilefinder.KotlinStdlibIndex, com.android.tools.idea.model.AndroidManifestIndex$Companion$NAME$1.NAME, org.jetbrains.kotlin.idea.vfilefinder.KotlinBuiltInsMetadataIndex, Stubs].
2025-06-17 20:56:55,872 [   1287]   INFO - #c.i.o.a.Experiments - Experimental features enabled for user: wsl.p9.support, wsl.prefer.p9.support, wsl.p9.show.roots.in.file.chooser, wsl.execute.with.wsl.exe, linux.native.menu, recent.and.edited.files.together, show.create.new.element.in.popup, search.everywhere.mixed.results, new.project.wizard, editor.reader.mode, new.large.text.file.viewer, terminal.shell.command.handling
2025-06-17 20:56:55,936 [   1351]   INFO - #c.i.p.s.StubIndexImpl - Following stub indices will be built:org.jetbrains.kotlin.idea.stubindex.KotlinFilePartClassIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinOverridableInternalMembersShortNameIndex(v = 2),java.class.extlist(v = 3),properties.index(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinPropertyShortNameIndex(v = 2),markdown.header(v = 2),java.module.name(v = 4),org.jetbrains.kotlin.idea.stubindex.KotlinExtensionsInObjectsByReceiverTypeIndex(v = 2),gr.field.name(v = 5),jvm.static.member.type(v = 2),gr.class.super(v = 5),java.annotations(v = 2),java.anonymous.baseref(v = 2),gr.script.fqn(v = 5),org.jetbrains.kotlin.idea.stubindex.KotlinTypeAliasShortNameIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinTypeAliasByExpansionShortNameIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelPropertyFqnNameIndex(v = 2),java.field.name(v = 2),gr.script.fqn.s(v = 5),org.jetbrains.kotlin.idea.stubindex.KotlinProbablyNothingPropertyShortNameIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinSuperClassIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinJvmNameAnnotationIndex(v = 2),gr.method.name(v = 5),org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelExtensionsByReceiverTypeIndex(v = 3),org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelFunctionByPackageIndex(v = 2),kotlin.primeIndexKey(v = 2),gr.class.fqn(v = 4),org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeFqNameIndex(v = 2),dom.elementClass(v = 0),org.jetbrains.kotlin.idea.stubindex.KotlinFullClassNameIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelFunctionFqnNameIndex(v = 2),jvm.static.member.name(v = 2),java.class.fqn(v = 1),org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelPropertyByPackageIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelTypeAliasFqNameIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinSubclassObjectNameIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelClassByPackageIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeClassByPackageIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinProbablyContractedFunctionShortNameIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinInnerTypeAliasClassIdIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelTypeAliasByPackageIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinScriptFqnIndex(v = 2),gr.annot.members(v = 5),java.method.parameter.types(v = 3),markdown.header.anchor(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeShortNameIndex(v = 2),java.class.shortname(v = 4),gr.script.class(v = 5),org.jetbrains.kotlin.idea.stubindex.KotlinProbablyNothingFunctionShortNameIndex(v = 2),gr.anonymous.class(v = 6),gr.class.fqn.s(v = 5),org.jetbrains.kotlin.idea.stubindex.KotlinAnnotationsIndex(v = 3),org.jetbrains.kotlin.idea.stubindex.KotlinClassShortNameIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinExactPackagesIndex(v = 2),org.jetbrains.kotlin.idea.stubindex.KotlinMultifileClassPartIndex(v = 2),dom.namespaceKey(v = 1),org.jetbrains.kotlin.idea.stubindex.KotlinFunctionShortNameIndex(v = 2),java.method.name(v = 2),gr.annot.method.name(v = 5)
2025-06-17 20:56:55,937 [   1352]   INFO - c.i.p.s.StubIndexImpl$StubIndexInitialization - Index data initialization done: 243 ms. Initialized stub indexes: {org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelPropertyByPackageIndex, org.jetbrains.kotlin.idea.stubindex.KotlinProbablyContractedFunctionShortNameIndex, properties.index, java.anonymous.baseref, org.jetbrains.kotlin.idea.stubindex.KotlinJvmNameAnnotationIndex, org.jetbrains.kotlin.idea.stubindex.KotlinFunctionShortNameIndex, gr.class.super, org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelPropertyFqnNameIndex, dom.namespaceKey, org.jetbrains.kotlin.idea.stubindex.KotlinFullClassNameIndex, gr.script.fqn.s, org.jetbrains.kotlin.idea.stubindex.KotlinPropertyShortNameIndex, org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeFqNameIndex, gr.annot.method.name, java.method.parameter.types, java.field.name, markdown.header, org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelTypeAliasFqNameIndex, org.jetbrains.kotlin.idea.stubindex.KotlinTypeAliasByExpansionShortNameIndex, gr.method.name, gr.class.fqn.s, org.jetbrains.kotlin.idea.stubindex.KotlinMultifileClassPartIndex, org.jetbrains.kotlin.idea.stubindex.KotlinScriptFqnIndex, org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelTypeAliasByPackageIndex, gr.script.fqn, markdown.header.anchor, org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelFunctionByPackageIndex, org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeClassByPackageIndex, org.jetbrains.kotlin.idea.stubindex.KotlinSuperClassIndex, org.jetbrains.kotlin.idea.stubindex.KotlinFilePartClassIndex, gr.class.fqn, jvm.static.member.name, java.module.name, dom.elementClass, kotlin.primeIndexKey, org.jetbrains.kotlin.idea.stubindex.KotlinSubclassObjectNameIndex, gr.annot.members, org.jetbrains.kotlin.idea.stubindex.KotlinAnnotationsIndex, org.jetbrains.kotlin.idea.stubindex.KotlinProbablyNothingPropertyShortNameIndex, org.jetbrains.kotlin.idea.stubindex.KotlinOverridableInternalMembersShortNameIndex, java.method.name, org.jetbrains.kotlin.idea.stubindex.KotlinExtensionsInObjectsByReceiverTypeIndex, org.jetbrains.kotlin.idea.stubindex.KotlinInnerTypeAliasClassIdIndex, gr.anonymous.class, org.jetbrains.kotlin.idea.stubindex.KotlinClassShortNameIndex, org.jetbrains.kotlin.idea.stubindex.KotlinExactPackagesIndex, org.jetbrains.kotlin.idea.stubindex.KotlinTypeAliasShortNameIndex, java.class.extlist, org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeShortNameIndex, java.annotations, gr.field.name, jvm.static.member.type, java.class.shortname, org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelFunctionFqnNameIndex, java.class.fqn, org.jetbrains.kotlin.idea.stubindex.KotlinProbablyNothingFunctionShortNameIndex, org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelClassByPackageIndex, org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelExtensionsByReceiverTypeIndex, gr.script.class}.
2025-06-17 20:56:56,294 [   1709]   INFO - #c.i.u.p.CommonProxy - <html>You have JVM property "https.proxyHost" set to "127.0.0.1".<br>This may lead to incorrect behaviour. Proxy should be set in Settings | HTTP Proxy<br>This JVM property is old and its usage is not recommended by Oracle.<br>(Note: It could have been assigned by some code dynamically.)</html>
2025-06-17 20:56:56,342 [   1757]   INFO - #c.i.u.p.CommonProxy - <html>You have JVM property "https.proxyHost" set to "127.0.0.1".<br>This may lead to incorrect behaviour. Proxy should be set in Settings | HTTP Proxy<br>This JVM property is old and its usage is not recommended by Oracle.<br>(Note: It could have been assigned by some code dynamically.)</html>
